Name;Price;Link;Img;Color;Category;Subcategory
"LEATHER BOMBER JACKET";"759.00 PLN";"https://www.zara.com/pl/en/leather-bomber-jacket-p00624401.html?v1=507744728&v2=2600116";"https://static.zara.net/assets/public/62c3/4afa/86704ccf9289/344f1e32e34f/00624401717-a1/00624401717-a1.jpg?ts=1772787370006&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER"
"SUEDE LEATHER JACKET";"659.00 PLN";"https://www.zara.com/pl/en/leather-suede-jacket-p08281555.html?v1=495680342&v2=2600116";"https://static.zara.net/assets/public/3640/33e1/d2a94669b370/a303ab6fda7f/08281555710-a1/08281555710-a1.jpg?ts=1764930485510&w=302";"Beige";"JACKETS | GILETS";"LEATHER"
"RELAXED FIT LEATHER JACKET";"559.00 PLN";"https://www.zara.com/pl/en/relaxed-fit-leather-jacket-p05388330.html?v1=495694029&v2=2600116";"https://static.zara.net/assets/public/1056/079c/859f4b07a9fa/80b4669f5150/05388330800-a1/05388330800-a1.jpg?ts=1768904816840&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER"
"CROPPED NAPPA LEATHER JACKET";"559.00 PLN";"https://www.zara.com/pl/en/cropped-fit-leather-jacket-p05388412.html?v1=506450406&v2=2600116";"https://static.zara.net/assets/public/76c5/9ccb/c2a24f3b8508/4b9275b00de6/05388412700-a1/05388412700-a1.jpg?ts=1770823325300&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER"
"RELAXED FIT LEATHER JACKET";"559.00 PLN";"https://www.zara.com/pl/en/relaxed-fit-leather-jacket-p05388330.html?v1=495694028&v2=2600116";"https://static.zara.net/assets/public/a0b2/88ea/fe7b4886963a/286d5145186e/05388330700-a1/05388330700-a1.jpg?ts=1768981678520&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER"
"RELAXED FIT SUEDE LEATHER JACKET";"759.00 PLN";"https://www.zara.com/pl/en/relaxed-fit-suede-leather-jacket-p00624100.html?v1=507744692&v2=2600116";"https://static.zara.net/assets/public/5992/5bc9/3a0d46598498/d0ceda0cc9f8/00624100832-a1/00624100832-a1.jpg?ts=1772787386685&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER"
"REGULAR FIT SUEDE LEATHER JACKET";"559.00 PLN";"https://www.zara.com/pl/en/regular-fit-suede-leather-jacket-p08281304.html?v1=511839052&v2=2600116";"https://static.zara.net/assets/public/bb3a/c92f/9708419082db/f2aef8b5bea8/08281304401-a1/08281304401-a1.jpg?ts=1772726323363&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER"
"LEATHER RELAXED FIT JACKET";"559.00 PLN";"https://www.zara.com/pl/en/relaxed-fit-leather-jacket-p05388408.html?v1=504020981&v2=2600116";"https://static.zara.net/assets/public/b8e3/d982/ddd743bd8c38/0de5a9f53d2b/05388408407-a1/05388408407-a1.jpg?ts=1771489096984&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER"
"VINTAGE-EFFECT LEATHER JACKET";"899.00 PLN";"https://www.zara.com/pl/en/vintage-effect-leather-jacket-p04416408.html?v1=499873343&v2=2600116";"https://static.zara.net/assets/public/a545/441e/d1294e0b8228/94bc6c6767c5/04416408705-a1/04416408705-a1.jpg?ts=1770814373280&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER"
"RELAXED FIT SUEDE LEATHER JACKET";"759.00 PLN";"https://www.zara.com/pl/en/relaxed-fit-suede-leather-jacket-p04416550.html?v1=508044877&v2=2600116";"https://static.zara.net/assets/public/0e2d/a552/0a554179ae94/02446d23068e/04416550778-a1/04416550778-a1.jpg?ts=1769427362479&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER"
"CROPPED NAPA LEATHER JACKET";"759.00 PLN";"https://www.zara.com/pl/en/cropped-fit-nappa-leather-jacket-p04416501.html?v1=503293246&v2=2600116";"https://static.zara.net/assets/public/10b6/dbaf/7cee49c98cd8/9c1fd46ad5a8/04416501800-a1/04416501800-a1.jpg?ts=1769700478313&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER"
"RELAXED FIT SPLIT SUEDE LEATHER JACKET";"759.00 PLN";"https://www.zara.com/pl/en/relaxed-fit-split-suede-leather-jacket-p05388600.html?v1=502582679&v2=2600116";"https://static.zara.net/assets/public/a781/c97c/527240e5b2c7/63b82593bb40/05388600802-a1/05388600802-a1.jpg?ts=1770118530450&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER"
"CROPPED SUEDE LEATHER JACKET";"659.00 PLN";"https://www.zara.com/pl/en/cropped-suede-leather-jacket-p03833400.html?v1=502543660&v2=2600116";"https://static.zara.net/assets/public/d1e8/9727/bc8047b7a5ff/b28ccc12ddbd/03833400800-a1/03833400800-a1.jpg?ts=1772528266147&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER"
"CONTRAST COLLAR LEATHER SPLIT SUEDE JACKET";"659.00 PLN";"https://www.zara.com/pl/en/leather-split-suede-jacket-with-contrast-collar-p08281293.html?v1=502232880&v2=2600116";"https://static.zara.net/assets/public/885d/265d/08d44de1a041/469513958bb0/08281293704-a1/08281293704-a1.jpg?ts=1771257465751&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER"
"LEATHER SUEDE JACKET";"659.00 PLN";"https://www.zara.com/pl/en/leather-suede-jacket-p04416401.html?v1=497076906&v2=2600116";"https://static.zara.net/assets/public/d7aa/b554/01404fc59192/76ad1c0a5998/04416401716-a1/04416401716-a1.jpg?ts=1769515670976&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER"
"OVERSIZE LEATHER BIKER JACKET";"659.00 PLN";"https://www.zara.com/pl/en/oversize-leather-biker-jacket-p04720201.html?v1=496078917&v2=2600116";"https://static.zara.net/assets/public/aaad/9225/2f234d5282de/7afd8d051076/04720201605-a1/04720201605-a1.jpg?ts=1769003684772&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER"
"LEATHER JACKET WITH POCKETS";"659.00 PLN";"https://www.zara.com/pl/en/leather-jacket-with-pockets-p05479270.html?v1=495712154&v2=2600116";"https://static.zara.net/assets/public/6236/6561/d630428ca98f/eeb0e36484d7/05479270716-a1/05479270716-a1.jpg?ts=1768483926380&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER"
"LEATHER SUEDE JACKET";"659.00 PLN";"https://www.zara.com/pl/en/leather-suede-jacket-p08281555.html?v1=495680343&v2=2600116";"https://static.zara.net/assets/public/36b8/990f/eb0346dfb637/e9b293ec37c0/08281555807-a1/08281555807-a1.jpg?ts=1764930482425&w=302";"Anthracite grey";"JACKETS | GILETS";"LEATHER"
"SUEDE LEATHER JACKET";"559.00 PLN";"https://www.zara.com/pl/en/suede-leather-jacket-p06318501.html?v1=495693948&v2=2600116";"https://static.zara.net/assets/public/c0fe/e420/13b44abfa364/50bdc40180bd/06318501552-a1/06318501552-a1.jpg?ts=1770194548356&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER"
"VINTAGE EFFECT LEATHER JACKET";"759.00 PLN";"https://www.zara.com/pl/en/vintage-effect-leather-jacket-p04416302.html?v1=524807625&v2=2600116";"https://static.zara.net/assets/public/5b08/05b5/711740fa94b9/4efff355c8ea/04416302716-a1/04416302716-a1.jpg?ts=1771590086079&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER"
"LEATHER SUEDE JACKET";"899.00 PLN";"https://www.zara.com/pl/en/leather-suede-jacket-p04416320.html?v1=521781950&v2=2600116";"https://static.zara.net/assets/public/8885/0f5b/542a43bbaee4/09d1caa4696c/04416320515-a1/04416320515-a1.jpg?ts=1770889080189&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER"
"RELAXED FIT LEATHER JACKET";"559.00 PLN";"https://www.zara.com/pl/en/-p05388381.html?v1=510953516&v2=2600116";"https://static.zara.net/assets/public/5334/2ae5/6b6a4fc49152/63ba6cbc76aa/05388381500-a1/05388381500-a1.jpg?ts=1767859888544&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER"
"TOPSTITCHED LEATHER JACKET";"559.00 PLN";"https://www.zara.com/pl/en/topstitched-leather-jacket-p04720202.html?v1=510857823&v2=2600116";"https://static.zara.net/assets/public/2808/3cf2/ab70426aa5c8/7c031b98f7d5/04720202759-a1/04720202759-a1.jpg?ts=1773057721434&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER"
"SUEDE LEATHER JACKET WITH POCKETS";"899.00 PLN";"https://www.zara.com/pl/en/suede-leather-jacket-with-pockets-p05601400.html?v1=508044963&v2=2600116";"https://static.zara.net/assets/public/298c/3ab2/7f674e47a195/a13a17c5ed38/05601400102-a1/05601400102-a1.jpg?ts=1770823308487&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER"
"REGULAR FIT SPLIT SUEDE OVERSHIRT";"659.00 PLN";"https://www.zara.com/pl/en/regular-fit-split-suede-overshirt-p08281463.html?v1=507950998&v2=2600116";"https://static.zara.net/assets/public/cd57/0c39/932e49d0a813/cfb8967a0944/08281463700-a1/08281463700-a1.jpg?ts=1772192602863&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER"
"LEATHER JACKET WITH POCKETS";"659.00 PLN";"https://www.zara.com/pl/en/leather-jacket-with-pockets-p05479380.html?v1=506790789&v2=2600116";"https://static.zara.net/assets/public/580e/3a66/976f411a9ea3/b6fd31fd0707/05479380704-a1/05479380704-a1.jpg?ts=1770202782102&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER"
"RELAXED FIT LEATHER JACKET";"899.00 PLN";"https://www.zara.com/pl/en/relaxed-fit-leather-jacket-p04416410.html?v1=506450375&v2=2600116";"https://static.zara.net/assets/public/baf3/4fa8/78e64b3abb51/07dcdfee982c/04416410700-a1/04416410700-a1.jpg?ts=1770823315059&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER"
"VINTAGE WASHED LEATHER JACKET";"899.00 PLN";"https://www.zara.com/pl/en/vintage-washed-leather-jacket-p02521400.html?v1=504899236&v2=2600116";"https://static.zara.net/assets/public/3b15/c7dd/b8c347df98d4/8f3be264580d/02521400800-a1/02521400800-a1.jpg?ts=1764171670198&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER"
"BOXY FIT LEATHER SUEDE JACKET";"559.00 PLN";"https://www.zara.com/pl/en/boxy-fit-suede-leather-jacket-p03833313.html?v1=504899164&v2=2600116";"https://static.zara.net/assets/public/3147/c13a/efa44ff2af86/66ab8af881cc/03833313700-a1/03833313700-a1.jpg?ts=1764937511714&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER"
"SPLIT SUEDE LEATHER JACKET";"659.00 PLN";"https://www.zara.com/pl/en/split-suede-leather-jacket-p08281309.html?v1=504899160&v2=2600116";"https://static.zara.net/assets/public/da60/ce2f/71014364b9b8/c6c45ddfefc9/08281309700-a1/08281309700-a1.jpg?ts=1764260025668&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER"
"SUEDE LEATHER OVERSHIRT AARON LEVINE X ZARA";"759.00 PLN";"https://www.zara.com/pl/en/suede-leather-overshirt-aaron-levine-x-zara-p05127200.html?v1=504899136&v2=2600116";"https://static.zara.net/assets/public/19da/3bd0/abb24f7f94e4/a165d8c109c4/05127200716-a1/05127200716-a1.jpg?ts=1764156923791&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER"
"SUEDE LEATHER JACKET";"559.00 PLN";"https://www.zara.com/pl/en/suede-leather-jacket-p05388406.html?v1=504027111&v2=2600116";"https://static.zara.net/assets/public/24e7/05e2/c72d41299d57/81cff82229da/05388406500-a1/05388406500-a1.jpg?ts=1769526823218&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER"
"RELAXED FIT LEATHER JACKET";"759.00 PLN";"https://www.zara.com/pl/en/relaxed-fit-leather-jacket-p08281469.html?v1=503044428&v2=2600116";"https://static.zara.net/assets/public/ddd5/307f/c1884722b6ee/f6f0d3b6b2e7/08281469956-a1/08281469956-a1.jpg?ts=1769694282988&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER"
"FADED-EFFECT SUEDE LEATHER JACKET";"659.00 PLN";"https://www.zara.com/pl/en/faded-effect-suede-leather-jacket-p06318469.html?v1=503040991&v2=2600116";"https://static.zara.net/assets/public/8ca1/5b9d/a5fe4418bcd7/3c9736a2a08e/06318469973-a1/06318469973-a1.jpg?ts=1773217601015&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER"
"CROPPED FIT SUEDE LEATHER JACKET AARON LEVINE X ZARA";"1,129.00 PLN";"https://www.zara.com/pl/en/cropped-fit-suede-leather-jacket-aaron-levine-x-zara-p05479111.html?v1=502976933&v2=2600116";"https://static.zara.net/assets/public/12d5/2e00/b149403e8ede/ef287389f208/05479111705-a1/05479111705-a1.jpg?ts=1764156906907&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER"
"LEATHER COMBINATION JACKET AARON LEVINE X ZARA";"399.00 PLN";"https://www.zara.com/pl/en/leather-combined-jacket-aaron-levine-x-zara-p04047111.html?v1=502976909&v2=2600116";"https://static.zara.net/assets/public/f421/3a93/d55941f7acee/2627789f2b49/04047111800-a1/04047111800-a1.jpg?ts=1763543291053&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER"
"AARON LEVINE X ZARA LEATHER BOMBER JACKET";"1,129.00 PLN";"https://www.zara.com/pl/en/leather-bomber-jacket-aaron-levine-x-zara-p04416110.html?v1=502976888&v2=2600116";"https://static.zara.net/assets/public/6f21/938c/26a34088b752/c448c7e6e62e/04416110717-a1/04416110717-a1.jpg?ts=1763557947298&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER"
"SUEDE JACKET WITH POCKETS";"659.00 PLN";"https://www.zara.com/pl/en/suede-jacket-with-pockets-p03833111.html?v1=502568577&v2=2600116";"https://static.zara.net/assets/public/27b2/ab40/9c004a4c9b16/bb732bce9554/03833111300-a1/03833111300-a1.jpg?ts=1769781147741&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER"
"CROPPED FIT SPLIT SUEDE JACKET";"559.00 PLN";"https://www.zara.com/pl/en/cropped-fit-split-suede-jacket-p08281205.html?v1=502561281&v2=2600116";"https://static.zara.net/assets/public/a0a9/da03/c93f4c81acf1/eb4ec811b6d0/08281205800-a1/08281205800-a1.jpg?ts=1772120509043&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER"
"WASHED LEATHER JACKET";"659.00 PLN";"https://www.zara.com/pl/en/washed-leather-jacket-p05479478.html?v1=502561280&v2=2600116";"https://static.zara.net/assets/public/7b99/7af9/fc474f7086f6/897ebdee1b88/05479478686-000-a1/05479478686-000-a1.jpg?ts=1768991593480&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER"
"CROPPED FIT LEATHER SPLIT SUEDE JACKET";"559.00 PLN";"https://www.zara.com/pl/en/cropped-fit-leather-split-suede-jacket-p08281204.html?v1=500840832&v2=2600116";"https://static.zara.net/assets/public/36aa/0bcc/26fb47aa98c1/f4e55a57d53d/08281204621-a1/08281204621-a1.jpg?ts=1770716748421&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER"
"LEATHER SPLIT SUEDE JACKET";"559.00 PLN";"https://www.zara.com/pl/en/split-suede-leather-jacket-p08281280.html?v1=500619618&v2=2600116";"https://static.zara.net/assets/public/ae76/7328/8629488d879f/e1fef923dcf9/08281280802-a1/08281280802-a1.jpg?ts=1771257445684&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER"
"VINTAGE-EFFECT SUEDE LEATHER JACKET";"899.00 PLN";"https://www.zara.com/pl/en/vintage-effect-suede-leather-jacket-p04416406.html?v1=499787216&v2=2600116";"https://static.zara.net/assets/public/2490/6e9b/25494ad980a2/e6b6078004ff/04416406916-a1/04416406916-a1.jpg?ts=1770814344189&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER"
"TECHNICAL JACKET WITH CONTRAST COLLAR";"299.00 PLN";"https://www.zara.com/pl/en/technical-jacket-with-contrast-collar-p08281102.html?v1=498971926&v2=2600116";"https://static.zara.net/assets/public/3574/9b6c/26874a1e9607/e4aa3f3058fb/08281102800-a1/08281102800-a1.jpg?ts=1767801131172&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER"
"RELAXED FIT LEATHER JACKET ORIGINS";"1,049.00 PLN";"https://www.zara.com/pl/en/relaxed-fit-nappa-leather-jacket-origins-p04416226.html?v1=498961787&v2=2600116";"https://static.zara.net/assets/public/1187/230a/5f27436ea875/e83bcaddee9d/04416226800-a1/04416226800-a1.jpg?ts=1768389751475&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER"
"CONTRAST TEXTURED LEATHER JACKET ORIGINS";"399.00 PLN";"https://www.zara.com/pl/en/contrast-textured-leather-jacket-origins-p04075221.html?v1=498937471&v2=2600116";"https://static.zara.net/assets/public/2af2/a03c/d0704b56a617/5a40dccd4e12/04075221087-a1/04075221087-a1.jpg?ts=1768555291321&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER"
"LEATHER JACKET WITH POCKETS";"899.00 PLN";"https://www.zara.com/pl/en/leather-jacket-with-pockets-p04416402.html?v1=497452372&v2=2600116";"https://static.zara.net/assets/public/b924/ba1d/ffe54f8fb072/47244eb37b6e/04416402529-a1/04416402529-a1.jpg?ts=1770207238884&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER"
"LEATHER RELAXED FIT PARKA";"899.00 PLN";"https://www.zara.com/pl/en/relaxed-fit-leather-parka-p04416400.html?v1=497071927&v2=2600116";"https://static.zara.net/assets/public/becd/d799/6fa640a9a71b/ba13620fe616/04416400807-a1/04416400807-a1.jpg?ts=1767796512663&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER"
"LEATHER SPLIT SUEDE JACKET";"559.00 PLN";"https://www.zara.com/pl/en/leather-split-suede-jacket-p03715205.html?v1=496084677&v2=2600116";"https://static.zara.net/assets/public/36bd/a621/82b2404f99b0/b52cb7f23932/03715205705-a1/03715205705-a1.jpg?ts=1768984665927&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER"
"SUEDE LEATHER JACKET";"559.00 PLN";"https://www.zara.com/pl/en/suede-leather-jacket-p06318501.html?v1=495693949&v2=2600116";"https://static.zara.net/assets/public/0e7a/d5e5/1e15460a8ece/f205e8061b8e/06318501401-a1/06318501401-a1.jpg?ts=1770194541477&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER"
"LEATHER AND SUEDE JACKET WITH FAUX SHEARLING";"659.00 PLN";"https://www.zara.com/pl/en/leather-and-suede-jacket-with-faux-shearling-p08281507.html?v1=495693694&v2=2600116";"https://static.zara.net/assets/public/7fe8/92d6/2bc74cf1ad45/796e53b5b741/08281507710-a1/08281507710-a1.jpg?ts=1764775318299&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER"
"LEATHER JACKET WITH CONTRAST COLLAR";"659.00 PLN";"https://www.zara.com/pl/en/leather-jacket-with-contrast-collar-p05479750.html?v1=495693647&v2=2600116";"https://static.zara.net/assets/public/d74c/1f3d/5b2a4f8fb841/b690ce4927a4/05479750800-a1/05479750800-a1.jpg?ts=1765385524378&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER"
"LEATHER JACKET WITH POCKETS";"1,129.00 PLN";"https://www.zara.com/pl/en/leather-jacket-with-pockets-p02154102.html?v1=495684596&v2=2600116";"https://static.zara.net/assets/public/a7e7/06b0/577a48a89e38/ba51b30d303c/02154102800-a1/02154102800-a1.jpg?ts=1764085295437&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER"
"LEATHER JACKET WITH POCKETS";"659.00 PLN";"https://www.zara.com/pl/en/leather-jacket-with-pockets-p05388400.html?v1=495670019&v2=2600116";"https://static.zara.net/assets/public/b135/3482/c2554a4c86b2/2ba305262d57/05388400500-a1/05388400500-a1.jpg?ts=1767102365428&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER"
"LEATHER EFFECT BOMBER JACKET";"179.00 PLN";"https://www.zara.com/pl/en/leather-effect-bomber-jacket-p04027400.html?v1=495707214&v2=2600615";"https://static.zara.net/assets/public/90c9/53c4/4253420ea67a/1a679299a88a/04027400753-a1/04027400753-a1.jpg?ts=1765818328502&w=302";"Chocolate brown";"JACKETS | GILETS";"LEATHER EFFECT"
"LEATHER EFFECT BOMBER JACKET";"179.00 PLN";"https://www.zara.com/pl/en/leather-effect-bomber-jacket-p04027400.html?v1=495707215&v2=2600615";"https://static.zara.net/assets/public/255e/615f/427640e7a5e2/1726e22101c9/04027400800-a1/04027400800-a1.jpg?ts=1765818376482&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER EFFECT"
"EMBROIDERED CONTRAST BOMBER JACKET";"299.00 PLN";"https://www.zara.com/pl/en/embroidered-contrast-bomber-jacket-p04302425.html?v1=495689102&v2=2600615";"https://static.zara.net/assets/public/4084/7c14/2e874dcdbbf3/0dc62c15ac3e/04302425800-a1/04302425800-a1.jpg?ts=1767776659535&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER EFFECT"
"RELAXED FIT FAUX SUEDE JACKET";"219.00 PLN";"https://www.zara.com/pl/en/relaxed-fit-faux-suede-jacket-p06318418.html?v1=503701123&v2=2600615";"https://static.zara.net/assets/public/21c6/1244/ac3c4d088684/f35e0baca413/06318418700-a1/06318418700-a1.jpg?ts=1769771563925&w=302";"Brown";"JACKETS | GILETS";"LEATHER EFFECT"
"RELAXED FIT FAUX SUEDE JACKET";"219.00 PLN";"https://www.zara.com/pl/en/relaxed-fit-faux-suede-jacket-p06318418.html?v1=503701124&v2=2600615";"https://static.zara.net/assets/public/ac88/0332/01404919b177/839d378f0c2b/06318428800-a1/06318428800-a1.jpg?ts=1769771567851&w=302";"Black";"JACKETS | GILETS";"LEATHER EFFECT"
"FAUX LEATHER BOMBER JACKET";"219.00 PLN";"https://www.zara.com/pl/en/leather-effect-bomber-jacket-p03918450.html?v1=502255683&v2=2600615";"https://static.zara.net/assets/public/77dc/bf9d/3cb34ec78f9f/a97b49187188/03918450800-a1/03918450800-a1.jpg?ts=1770202792421&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER EFFECT"
"WASHED LEATHER EFFECT JACKET";"219.00 PLN";"https://www.zara.com/pl/en/washed-leather-effect-jacket-p02949200.html?v1=495711793&v2=2600615";"https://static.zara.net/assets/public/e48a/6cd7/d2744cb38e18/df132000760c/02949200510-a1/02949200510-a1.jpg?ts=1769598127655&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER EFFECT"
"TEXTURED LEATHER EFFECT JACKET";"259.00 PLN";"https://www.zara.com/pl/en/textured-leather-effect-jacket-p06318414.html?v1=503725819&v2=2600615";"https://static.zara.net/assets/public/3913/e938/1ef043d9ae8f/8718536d9615/06318414800-a1/06318414800-a1.jpg?ts=1768919807803&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER EFFECT"
"LEATHER EFFECT JACKET";"259.00 PLN";"https://www.zara.com/pl/en/leather-effect-jacket-p00155752.html?v1=495698248&v2=2600615";"https://static.zara.net/assets/public/6fea/1ea6/5695460a886f/80a4c1fda4e3/00155752700-a1/00155752700-a1.jpg?ts=1764335913177&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER EFFECT"
"SUEDE LEATHER BLAZER";"659.00 PLN";"https://www.zara.com/pl/en/suede-leather-blazer-p03548117.html?v1=507092230&v2=2600615";"https://static.zara.net/assets/public/8783/d18c/41594ec7a19c/2e7c6759df1f/03548117505-a1/03548117505-a1.jpg?ts=1771510278619&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER EFFECT"
"FAUX SUEDE OVERSHIRT";"219.00 PLN";"https://www.zara.com/pl/en/faux-suede-overshirt-p03046540.html?v1=495702823&v2=2600615";"https://static.zara.net/assets/public/9e65/7afe/6b064966951c/04aad6abadc3/03046540711-a1/03046540711-a1.jpg?ts=1768303535764&w=302";"Sand";"JACKETS | GILETS";"LEATHER EFFECT"
"VINTAGE LEATHER EFFECT JACKET";"259.00 PLN";"https://www.zara.com/pl/en/vintage-leather-effect-jacket-p01437309.html?v1=499211086&v2=2600615";"https://static.zara.net/assets/public/6169/7459/3a1a4224ae12/a0ea0e80db28/01437309709-a1/01437309709-a1.jpg?ts=1768905089553&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER EFFECT"
"CROPPED FIT LEATHER EFFECT JACKET";"219.00 PLN";"https://www.zara.com/pl/en/cropped-fit-faux-leather-jacket-p03046443.html?v1=502815107&v2=2600615";"https://static.zara.net/assets/public/194a/c8a0/355942528c7c/46c0a8c4749d/03046443700-a1/03046443700-a1.jpg?ts=1771576185736&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER EFFECT"
"LEATHER EFFECT BOMBER JACKET";"179.00 PLN";"https://www.zara.com/pl/en/leather-effect-bomber-jacket-p03918412.html?v1=502981514&v2=2600615";"https://static.zara.net/assets/public/fff0/a8af/9db94d1e9400/b19a3adfac36/03918412800-a1/03918412800-a1.jpg?ts=1755789362436&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER EFFECT"
"LEATHER EFFECT JACKET WITH FIREMAN CLASPS";"299.00 PLN";"https://www.zara.com/pl/en/leather-effect-jacket-with-fireman-clasps-p03548400.html?v1=502565715&v2=2600615";"https://static.zara.net/assets/public/5fd4/7c9a/b4934a6ea3cb/3e0088a627a1/03548400800-a1/03548400800-a1.jpg?ts=1770110731957&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER EFFECT"
"FAUX SUEDE JACKET";"259.00 PLN";"https://www.zara.com/pl/en/faux-suede-jacket-p03046456.html?v1=502981586&v2=2600615";"https://static.zara.net/assets/public/9cc9/b631/13714382ab7c/12e134f69caf/03046456700-a1/03046456700-a1.jpg?ts=1769694262439&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER EFFECT"
"CROPPED FAUX LEATHER JACKET";"219.00 PLN";"https://www.zara.com/pl/en/cropped-fit-faux-leather-jacket-p03046443.html?v1=502815108&v2=2600615";"https://static.zara.net/assets/public/6d16/b097/b3eb40608985/26a4559fde34/03046443800-a1/03046443800-a1.jpg?ts=1771576188254&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER EFFECT"
"WASHED-EFFECT FAUX SUEDE JACKET";"219.00 PLN";"https://www.zara.com/pl/en/washed-faux-suede-jacket-p03046600.html?v1=499211043&v2=2600615";"https://static.zara.net/assets/public/a290/3ec6/952e4c788106/e11e275307e3/03046601500-a1/03046601500-a1.jpg?ts=1770819060908&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER EFFECT"
"REGULAR FIT LEATHER EFFECT JACKET";"219.00 PLN";"https://www.zara.com/pl/en/regular-fit-leather-effect-jacket-p03833405.html?v1=495693886&v2=2600615";"https://static.zara.net/assets/public/55ea/07f1/fc2943838104/370d02ddbfbb/03833405407-a1/03833405407-a1.jpg?ts=1771510266131&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER EFFECT"
"FAUX SUEDE BOMBER JACKET";"219.00 PLN";"https://www.zara.com/pl/en/faux-suede-bomber-jacket-p06318400.html?v1=495680268&v2=2600615";"https://static.zara.net/assets/public/902b/bc23/b0014d3fb48a/358cdfb63c38/06318390712-a1/06318390712-a1.jpg?ts=1769082153860&w=302";"NO_COLOR";"JACKETS | GILETS";"LEATHER EFFECT"
"FAUX SUEDE JACKET";"179.00 PLN";"https://www.zara.com/pl/en/faux-suede-jacket-p08574600.html?v1=495669580&v2=2600615";"https://static.zara.net/assets/public/06fd/6b27/f9a54ef2908d/ca2f3e03b698/08574600800-a1/08574600800-a1.jpg?ts=1765443591423&w=302";"Black";"JACKETS | GILETS";"LEATHER EFFECT"
